ID	Col0h_1	Col0h_2	Col0h_3	Col6h_1	Col6h_2	Col6h_3	Col12h_1	Col12h_2	Col12h_3	Col24h_1	Col24h_2	Col24h_3	Col3d_1	Col3d_2	Col3d_3	Col5d_1	Col5d_2	Col5d_3
AT1G01010	237.006359740012	248.294673528883	186.417423933608	678.693658216137	708.095641692235	719.85558797285	613.959918027478	577.83843307236	498.268949202237	476.337507394895	444.884105567012	401.040064229581	251.972040112755	267.025996526695	295.605191579206	299.859894784898	313.065663296535	297.000219476394
AT1G01046	27.761119660165	29.0833467522906	21.8355170647638	16.4180079537406	17.1292596248334	17.4137398011742	24.7846506777851	23.3264799401061	20.1143779698853	25.2682084789958	23.5997043145701	21.2739156460799	17.0119684323148	18.0283408487972	19.9578738391906	33.6747546116605	35.1577839257566	33.3536084165283
AT1G01070	310.448785108113	325.235068925637	244.183585818782	217.142866427043	226.549807089227	230.312312327766	143.635715390542	135.185106189267	116.569852321131	323.422174063658	302.066040139822	272.29694795424	281.24734710288	298.050343589825	329.950005104879	422.793066668889	441.412786957791	418.761013985661
AT1G01190	276.097261350262	289.247425446232	217.164384417785	17.3811497109212	18.1341260654363	18.435294913003	79.60472493656	74.9212907420437	64.6044822813623	51.8072252731912	48.3863032403721	43.617755537971	50.2314522891362	53.2325078547901	58.9298640856629	128.282657707185	133.932199747323	127.059263865145
AT1G01200	48.873505636176	51.2012890264129	38.4414706394162	13.207759522189	13.7799386232113	14.0087937783876	38.9198819766555	36.6300844019353	31.5860500436045	20.5745141937844	19.2159429028319	17.3221809445446	26.4252037369546	28.00396567065	31.0011674695592	41.6244361739233	43.4575678400787	41.2274762121973
AT1G01210	141.309002103357	148.039371527556	111.146638341829	403.670491039716	421.158076143331	428.152606344444	375.663260334217	353.561630556903	304.87550161579	352.159210582126	328.90551968886	296.491353795097	191.495562840878	202.936379271064	224.65620596164	239.792203247673	250.352602894501	237.505375783497
AT1G01225	166.769265705316	174.712275351497	131.172416378141	64.4945621198258	67.2885591268546	68.4060774309366	117.674708818247	110.751479631182	95.5007839907931	92.553106089102	86.4416620162635	77.9226977392932	70.2106174209135	74.4053192377392	82.3687541058761	87.3137859660794	91.159067263766	86.4811001612694
AT1G01240	1054.71998194256	1104.9549635212	829.590320785978	876.559538864919	914.533356308951	929.721789210927	482.388183031836	454.007539631054	391.489812297636	1036.8392353814	968.374920488958	872.940020674013	934.572223901083	990.407821842783	1096.40895540338	1082.77184873466	1130.45689976679	1072.44577320931
AT1G01250	30.7505787919023	32.2151900494785	24.1868770489625	13.4307923367338	14.0126335394252	14.2453532568913	62.7782319621664	59.08476127337	50.9486739347095	34.9959653659582	32.6851203371253	29.4639493641741	90.2977411367055	95.6925391418369	105.934297535317	164.270429015985	171.504865153063	162.703830421293
AT1G01300	1705.00000319714	1786.20700147022	1341.06826817418	2028.38665597003	2116.25927746869	2151.40579434233	4453.86693782874	4191.82981966678	3614.60664423894	2458.00713676474	2295.70061047146	2069.45563744508	1886.00757471984	1998.68625055025	2212.60116874638	2448.9070566131	2556.75642312924	2425.55255284513
AT1G01370	133.077353158646	139.415659532766	104.67203237479	39.6391987323579	41.3564257198589	42.0432670392907	113.064071725017	106.412103011977	91.7589480302674	79.114669242202	73.890588745656	66.6085528471547	91.5475259719318	97.0169918109542	107.400503410717	98.6102719006898	102.953048131317	97.6698548438455
AT1G01380	32.3102841511333	33.8491822064668	25.4136637709823	9.65963925121145	10.0781086890955	10.2454844075941	20.3011741275431	19.1067825487325	16.4757411731393	21.5777843903241	20.1529654070446	18.1668583797951	25.5474326253862	27.0737525180954	29.9713956842383	41.2275113994339	43.0431625796037	40.834336792124
AT1G01390	149.101686606934	156.203211758897	117.275976694933	16.7443459458788	17.4697350472192	17.759869788341	131.15488145027	123.438564899319	106.44083277118	68.7661967253826	64.2254440359548	57.8959236327965	80.3037144712791	85.1014238400929	94.2096388558892	134.856782522807	140.795847676878	133.570693192851
AT1G01453	28.2315362472423	29.5761686876981	22.2055233736021	22.146112241785	23.1055136128015	23.4892465195925	33.6880445632986	31.7060549266297	27.3400690702446	7.18196730955918	6.70772940010351	6.04667192149655	7.37050062116876	7.81084787180157	8.6468254461101	59.0566137234603	61.6574549278922	58.4934082298081
AT1G01470	743.281832097122	778.683407664474	584.628549833827	3602.09097893907	3758.13873061621	3820.55333534606	1211.02741878848	1139.77829094876	982.828588148695	940.734500584447	878.616150043337	792.027120855303	816.456477899958	865.235303624768	957.839502580125	1004.06811014173	1048.28706460364	994.492608940781
AT1G01480	38.5862610515198	40.424075965713	30.350035300085	298.180391362934	311.097993927238	316.264662779836	210.628080206008	198.236067621977	170.938572885852	128.50141244014	120.016238591381	108.188446004238	35.9582425983439	38.1065516589647	42.1850106360151	44.1323130763133	46.0758911289467	43.711436232806
AT1G01520	153.949302036057	161.281712992738	121.088870076821	13.8407417777997	14.4403425787228	14.6801656238042	47.24133146086	44.4619528833373	38.3394548972232	263.787002526443	246.368683669267	222.088655194712	425.295971463654	450.705088342547	498.943045689195	579.437423882747	604.955729664398	573.911500200657
AT1G01580	1333.97683982458	1397.51247309428	1049.23988681141	16.4289576418831	17.1406836691836	17.4253535743406	25.4387038639043	23.9420528091418	20.6451852493198	129.53983261638	120.986090060429	109.062717057244	211.743973300484	224.394521923075	248.410965618337	1235.95775973403	1290.3890869941	1224.17079539056
AT1G01600	208.568458050418	218.502310473267	164.04958375891	77.9293298637751	81.3053402938422	82.6556471985672	229.097669946536	215.61902452484	185.92786258049	120.187226972008	112.251053385334	101.188532240588	145.340869160942	154.024194138324	170.509059074105	237.688712383175	248.156474722026	235.421945290497
AT1G01620	25891.5426212997	27124.7241186559	20365.0006794102	16965.7866267753	17700.7688562697	17994.7405722626	11734.7240117336	11044.3277099618	9523.50215514083	20629.6661127613	19267.4530437791	17368.6146785788	14678.6869486489	15555.658510414	17220.5458416927	15985.1803822509	16689.1644608693	15832.7344352065
AT1G01650	915.210433693828	958.800751564274	719.859043417728	2375.87772998561	2478.80416360202	2519.97177160263	1604.82376176149	1510.40616923799	1302.42028176161	1359.25171165942	1269.49793496046	1144.38687965033	780.231227682342	826.84579209619	915.341247512654	1159.54409659279	1210.61018173774	1148.48586680009
AT1G01680	3.67520462782891	3.85024998577944	2.89073331154613	24.9104234078658	25.9895787065107	26.4212097340849	23.8156620283755	22.4145004013788	19.3279797996572	15.1299338037529	14.1308777139619	12.738257076649	7.1967468773913	7.62671328860869	8.44298335039998	4.27057363627881	4.45864882683757	4.22984643603226
AT1G01720	1358.43877729188	1423.13950176974	1068.48043112456	3720.0899436133	3881.24957981677	3945.70879107703	2336.99261477459	2199.49887764919	1896.62357470868	2401.31933033196	2242.75599941337	2021.72880262753	1649.93517271667	1748.50980887387	1935.64890217949	1910.78803351757	1994.9387481823	1892.56541203912
AT1G01750	71.2921925970238	74.6877497525981	56.074895648769	65.9717508412371	68.8297417840457	69.9728558186901	53.4384750680898	50.2944960940258	43.3688454853748	15.5137889599572	14.4893862403411	13.0614340133991	16.3441842614045	17.3206602123969	19.1744517274071	67.1702786285505	70.1284439779618	66.529695507566
AT1G01770	745.872131583304	781.397079845968	586.665950678093	2688.94415850046	2805.43307917814	2852.02529125015	1291.47431398748	1215.49220402744	1048.11654711867	1404.41106920682	1311.67534085136	1182.40763461969	881.284045420316	933.935965062357	1033.89304212322	971.073283506763	1013.83915254378	961.812444228525
AT1G01790	7844.64822207185	8218.27891616458	6170.21043160262	1756.5291429289	1832.62450673623	1863.06045985162	6737.41310330144	6341.02669614119	5467.85490184581	4584.9836442509	4282.22912524273	3860.20858453539	5124.65066676792	5430.82062014715	6012.06920199774	7416.53638362345	7743.15913092522	7345.80706523266
AT1G01810	6.83766434654667	7.16333366956172	5.37816695975653	29.1125077808592	30.3737034062469	30.8781453196969	22.4225673557362	21.103366532338	18.1973916321017	24.5259559195728	22.9064639946765	20.6489952703287	10.586669387702	11.2191651973956	12.4199273504194	13.2108852940006	13.7926899836591	13.0848969803388
AT1G02030	22.3497298039564	23.4142192269419	17.5791867367446	9.66713476708103	10.0859289214717	10.2534345172174	16.8345088003837	15.8440736945978	13.6623137178925	11.5733821868418	10.8091714438725	9.74391028107036	3.10379112350029	3.28922573072988	3.64126420246299	23.376634787118	24.4061370078174	23.1536987211109
AT1G02065	53.2592906779823	55.7959634744644	41.8911111904838	15.4674562002278	16.137528604929	16.405538261142	41.2286556124831	38.803024525342	33.4597720565424	27.2841664224007	25.4825450159404	22.9711993798946	24.9687460031802	26.4604925234465	29.2924998442673	40.7158597670698	42.5089779138693	40.3275646303563
AT1G02070	16.3071259310237	17.0838137579071	12.8263748329668	3.87356045669176	4.04136865581456	4.1084871006887	6.93508039031538	6.527064500962	5.62827493660723	5.1140973454021	4.77640451984326	4.30568220229632	5.16115648572489	5.46950746286845	6.05489661095035	12.0943029102828	12.6269335398553	11.9789631132389
AT1G02205	772.86749765406	809.678201131843	607.899164025513	278.574762868784	290.643021464649	295.469977200588	789.233181773588	742.799736096701	640.51475774069	434.640359882532	405.940293904592	365.934227597059	751.208950811478	796.089592323199	881.293280481719	951.233666128522	993.125802468995	942.162031425265
